MPM,PAK,L400000000PAK1111111
LNJ,MNP,S300000000MNP1111111
SSL,BGR,O300000000BGR1111111
CYY,TGO,H000000000TGO1111111
MMY,RWA,L300000000RWA1111111
KGB,BRN,I100000000BRN1111111
TZS,MDA,T000000000MDA1111111
SSY,BLZ,N300000000BLZ1111111
ACO,PSE,H400000000PSE1111111
KFH,IRQ,L400000000IRQ1111111
HJT,ATG,A000000000ATG1111111
KOQ,BFA,R300000000BFA1111111
OSA,CUW,N200000000CUW1111111
BME,PAK,B300000000PAK1111111
GSL,PNG,T100000000PNG1111111
QZN,ATG,J400000000ATG1111111
ANM,TKM,H300000000TKM1111111
XGV,MEX,B100000000MEX1111111
HKT,AND,J000000000AND1111111
KVX,KEN,J100000000KEN1111111
QGK,RWA,R000000000RWA1111111
YAC,HMD,A200000000HMD1111111
TMD,CIV,E400000000CIV1111111
ZJN,QAT,D400000000QAT1111111
GFS,BWA,M300000000BWA1111111
PLT,BHS,C200000000BHS1111111
WVY,PRK,I400000000PRK1111111
JIE,OMN,R200000000OMN1111111
JJR,SVN,H400000000SVN1111111
QLC,ATG,J200000000ATG1111111
GJI,AND,L200000000AND1111111
SQI,BGD,L400000000BGD1111111
EIN,NIU,E300000000NIU1111111
TJZ,WSM,E300000000WSM1111111
MMO,KNA,P400000000KNA1111111
FWR,MEX,A100000000MEX1111111
AQJ,GGY,G300000000GGY1111111
NIK,PRT,E100000000PRT1111111
BAZ,TON,E000000000TON1111111
DSR,GMB,B000000000GMB1111111
HFS,PNG,H000000000PNG1111111
SCR,AUS,G300000000AUS1111111
CWS,PNG,I200000000PNG1111111
QTM,GMB,L000000000GMB1111111
NOZ,TCD,L100000000TCD1111111
WVP,MRT,F200000000MRT1111111
TEW,SAU,I400000000SAU1111111
DWY,LBN,A300000000LBN1111111
LGD,WSM,S300000000WSM1111111
ANE,AFG,B000000000AFG1111111
OLL,SYC,Q000000000SYC1111111
YMZ,MAF,E300000000MAF1111111
IPI,MTQ,A100000000MTQ1111111
AWD,KNA,C000000000KNA1111111
WKI,AUT,S100000000AUT1111111
UEB,TTO,O400000000TTO1111111
FPK,TJK,G200000000TJK1111111
MQP,KNA,C400000000KNA1111111
FPV,MAR,A000000000MAR1111111
WER,IDN,T200000000IDN1111111
GUN,NGA,K300000000NGA1111111
RFW,GMB,Q100000000GMB1111111
NRN,BLR,B200000000BLR1111111
EQJ,EST,J200000000EST1111111
HMC,STP,G200000000STP1111111
BGA,BGD,G000000000BGD1111111
ASS,BLR,S200000000BLR1111111
XTM,ZMB,H400000000ZMB1111111
MRD,DNK,I100000000DNK1111111
DUW,WLF,M100000000WLF1111111
NBQ,MLI,E300000000MLI1111111
UPN,BLM,D400000000BLM1111111
WMT,CRI,N400000000CRI1111111
EYF,VEN,L400000000VEN1111111
HLY,CUB,J400000000CUB1111111
QDR,TUV,B300000000TUV1111111
FNL,KHM,S000000000KHM1111111
AIB,GIN,P300000000GIN1111111
RZW,KOR,L200000000KOR1111111
RXF,LSO,B000000000LSO1111111
QXZ,FLK,H000000000FLK1111111
UXA,SXM,C200000000SXM1111111
JRC,KHM,I100000000KHM1111111
GCT,BVT,I000000000BVT1111111
TVJ,CCK,G200000000CCK1111111
ZWD,TCA,C400000000TCA1111111
TAU,ATG,F100000000ATG1111111
PQX,CMR,O200000000CMR1111111
XSQ,VUT,F400000000VUT1111111
XEX,BGR,L000000000BGR1111111
IRL,GBR,F300000000GBR1111111
NWZ,BRB,M000000000BRB1111111
XHX,GIN,T400000000GIN1111111
IUC,ALA,Q000000000ALA1111111
ZMX,COL,Q200000000COL1111111
PBR,CHL,L200000000CHL1111111
OGE,SDN,J000000000SDN1111111
UMA,GRC,N200000000GRC1111111
WAN,AUS,F100000000AUS1111111
POQ,GBR,M400000000GBR1111111
DRC,EST,J300000000EST1111111
TRL,BHR,G100000000BHR1111111
EPJ,CIV,S300000000CIV1111111
TAW,CHE,Q200000000CHE1111111
IJY,SLE,R400000000SLE1111111
MOG,CAF,R000000000CAF1111111
RLC,VNM,I200000000VNM1111111
EKO,UZB,J100000000UZB1111111
NBP,ATG,G400000000ATG1111111
IEJ,PSE,E200000000PSE1111111
XTQ,BTN,R200000000BTN1111111
AYB,SJM,K400000000SJM1111111
TWT,NFK,R400000000NFK1111111
BKR,BLR,S400000000BLR1111111
TKS,DOM,H400000000DOM1111111
MKB,CPV,A000000000CPV1111111
VRK,LAO,F200000000LAO1111111
FEH,JEY,I200000000JEY1111111
EKU,LBN,H100000000LBN1111111
NUO,ERI,H400000000ERI1111111
UNX,ITA,H200000000ITA1111111
NMJ,TCD,G400000000TCD1111111
OEG,SHN,L100000000SHN1111111
FWN,SLE,L200000000SLE1111111
TKB,CHE,B200000000CHE1111111
ZZO,SYC,M100000000SYC1111111
BOO,TUR,B000000000TUR1111111
ESR,FRO,N000000000FRO1111111
JAX,TUV,I000000000TUV1111111
WSP,KAZ,A100000000KAZ1111111
ERH,BFA,G300000000BFA1111111
TBG,BTN,I200000000BTN1111111
PZP,KGZ,A400000000KGZ1111111
WEF,NIU,G100000000NIU1111111
EJN,DOM,O400000000DOM1111111
LJS,PCN,S200000000PCN1111111
DYS,TON,G200000000TON1111111
TTX,CPV,A100000000CPV1111111
WLI,MLI,S200000000MLI1111111
VTN,CYM,B300000000CYM1111111
NOE,DMA,H200000000DMA1111111
WZL,AUT,Q400000000AUT1111111
TZD,DZA,N300000000DZA1111111
PST,CCK,I200000000CCK1111111
VPM,TUR,K000000000TUR1111111
XVY,GIN,O200000000GIN1111111
JDP,TON,I400000000TON1111111
INJ,SYC,H400000000SYC1111111
RUH,CZE,M200000000CZE1111111
QOD,HRV,R300000000HRV1111111
NMK,SDN,R200000000SDN1111111
QDE,VUT,G200000000VUT1111111
LUM,MSR,G400000000MSR1111111
PDM,MRT,Q100000000MRT1111111
SEI,OMN,I000000000OMN1111111
VQB,COM,S000000000COM1111111
GOR,AZE,T300000000AZE1111111
BGF,MAC,E400000000MAC1111111
RZB,MOZ,S400000000MOZ1111111
FXF,DJI,Q400000000DJI1111111
FXE,FLK,A400000000FLK1111111
PNO,BEL,O100000000BEL1111111
GZW,UZB,E100000000UZB1111111
YYF,MEX,S100000000MEX1111111
GXL,PNG,G100000000PNG1111111
WLE,CCK,G000000000CCK1111111
ACJ,GNB,M200000000GNB1111111
NGY,IMN,O300000000IMN1111111
LTF,RUS,F300000000RUS1111111
WHD,TUV,G100000000TUV1111111
TOL,HMD,D000000000HMD1111111
RXC,IRN,A400000000IRN1111111
XEE,GNQ,C300000000GNQ1111111
WGR,PER,G300000000PER1111111
PQN,CAF,E400000000CAF1111111
AGJ,GBR,M200000000GBR1111111
FHK,NLD,Q300000000NLD1111111
QAW,PHL,A300000000PHL1111111
NTW,SHN,J100000000SHN1111111
TNS,MUS,L200000000MUS1111111
CMI,AGO,N100000000AGO1111111
FSC,LIE,S100000000LIE1111111
KRD,SHN,M100000000SHN1111111
RVQ,SOM,P200000000SOM1111111
FWV,MTQ,S200000000MTQ1111111
XJR,ISR,Q300000000ISR1111111
WNS,ESP,R000000000ESP1111111
REI,UKR,J000000000UKR1111111
SVV,MNG,J200000000MNG1111111
YXR,SGP,E300000000SGP1111111
RBI,TLS,O400000000TLS1111111
FIX,TCD,F200000000TCD1111111
BBV,GAB,B100000000GAB1111111
YQI,NER,Q200000000NER1111111
HTE,BGD,N200000000BGD1111111
MKL,MEX,T100000000MEX1111111
OPZ,NIC,S000000000NIC1111111
VLR,BEL,F300000000BEL1111111
EIW,MAC,P300000000MAC1111111
TDN,CPV,L300000000CPV1111111
XAS,GNB,D300000000GNB1111111
VEX,EST,N400000000EST1111111
XGB,FJI,B100000000FJI1111111
IMT,NRU,F100000000NRU1111111
XID,UZB,Q200000000UZB1111111
TIP,MDA,C100000000MDA1111111
MQZ,FRA,E100000000FRA1111111
UMQ,SWE,M100000000SWE1111111
GMY,VUT,E200000000VUT1111111
ZOE,CUW,J100000000CUW1111111
XFC,NPL,E300000000NPL1111111
JRL,GAB,H100000000GAB1111111
TMG,MNG,E000000000MNG1111111
XSV,NCL,F000000000NCL1111111
VSS,ALB,R200000000ALB1111111
DFY,HMD,F100000000HMD1111111
RCZ,NRU,P200000000NRU1111111
MCW,EST,F300000000EST1111111
RXP,OMN,G200000000OMN1111111
UTR,GHA,F300000000GHA1111111
GEI,TCD,B400000000TCD1111111
LDU,SVN,P100000000SVN1111111
RPU,SDN,S000000000SDN1111111
NXG,NFK,J200000000NFK1111111
HQX,NPL,E000000000NPL1111111
CHQ,TGO,M200000000TGO1111111
XOA,PYF,Q000000000PYF1111111
WXX,GTM,A100000000GTM1111111
JLQ,ZAF,G000000000ZAF1111111
ZIX,NLD,S400000000NLD1111111
XDK,HUN,P200000000HUN1111111
GHT,BRA,P400000000BRA1111111
YIK,SHN,G000000000SHN1111111
IRP,NLD,R000000000NLD1111111
LFG,BES,B400000000BES1111111
WFM,CIV,C000000000CIV1111111
BQS,BGR,Q000000000BGR1111111
DEK,TLS,P000000000TLS1111111
WGZ,TTO,E000000000TTO1111111
QXZ,GBR,O300000000GBR1111111
DFR,CIV,B100000000CIV1111111
TOB,BHS,I200000000BHS1111111
LPH,MKD,I400000000MKD1111111
MVX,VAT,N100000000VAT1111111
QKA,BLZ,Q300000000BLZ1111111
PGA,ISR,Q000000000ISR1111111
IHF,NOR,B200000000NOR1111111
LHY,IMN,O000000000IMN1111111
EOK,FSM,P400000000FSM1111111
DCV,PYF,H100000000PYF1111111
ZJL,TGO,E300000000TGO1111111
BVV,MSR,P300000000MSR1111111
CNA,CXR,B100000000CXR1111111
VMD,LBR,G000000000LBR1111111
WJH,ISR,T000000000ISR1111111
LLZ,VEN,O400000000VEN1111111
BFV,BMU,C200000000BMU1111111
LQC,BGD,H100000000BGD1111111
XJN,TON,J200000000TON1111111
ZFR,GGY,F100000000GGY1111111
MVD,MDV,Q100000000MDV1111111
QLP,DOM,I100000000DOM1111111
FMI,NER,J100000000NER1111111
TKG,TUV,H200000000TUV1111111
REG,PER,T100000000PER1111111
HWJ,COD,R000000000COD1111111
FCW,LSO,T200000000LSO1111111
XYN,ARG,F000000000ARG1111111
KGH,SWE,T100000000SWE1111111
IAQ,NFK,P000000000NFK1111111
TRA,HRV,B200000000HRV1111111
RRI,ETH,G300000000ETH1111111
FAE,IRQ,P300000000IRQ1111111
DGY,SGP,M000000000SGP1111111
VQA,SDN,T200000000SDN1111111
TDM,SMR,R100000000SMR1111111
RJJ,JOR,N300000000JOR1111111
OAW,CUB,K100000000CUB1111111
XQE,ZAF,L300000000ZAF1111111
BYQ,LCA,B400000000LCA1111111
RZF,SDN,A000000000SDN1111111
KWS,BLZ,O200000000BLZ1111111
TTZ,BWA,I100000000BWA1111111
UHK,GBR,N100000000GBR1111111
BEL,GBR,Q300000000GBR1111111
PMW,ATG,A200000000ATG1111111
PVS,KNA,D400000000KNA1111111
KJT,ESH,S300000000ESH1111111
QHE,MCO,H100000000MCO1111111
CNH,AIA,B100000000AIA1111111
LNO,JOR,M400000000JOR1111111
SDW,GRC,B200000000GRC1111111
YNO,SLE,R200000000SLE1111111
VML,ERI,M300000000ERI1111111
VIZ,CHE,D100000000CHE1111111
SPX,AUS,L300000000AUS1111111
NKO,MLI,P300000000MLI1111111
HIT,KEN,J000000000KEN1111111
THW,ASM,S300000000ASM1111111
FUQ,LCA,T300000000LCA1111111
ZAI,ERI,J300000000ERI1111111
NZU,FLK,E200000000FLK1111111
WDT,ARG,B400000000ARG1111111
ZRW,MRT,S000000000MRT1111111
VFR,ITA,L200000000ITA1111111
WHY,TON,J300000000TON1111111
TCA,GNQ,F300000000GNQ1111111
LNP,HRV,N000000000HRV1111111
VFS,DNK,B000000000DNK1111111
ZBX,CHN,S100000000CHN1111111
BJT,MLI,L300000000MLI1111111
ITV,VGB,R100000000VGB1111111
GSO,ZWE,F400000000ZWE1111111
IFU,ROU,D000000000ROU1111111
MUK,SLV,E300000000SLV1111111
IWN,ZMB,L300000000ZMB1111111
GRP,GRD,M000000000GRD1111111
GBH,GRD,D200000000GRD1111111
JWX,DZA,L200000000DZA1111111
SUC,ESH,L300000000ESH1111111
IJY,PRT,A100000000PRT1111111
GYB,NZL,D300000000NZL1111111
ETZ,HUN,J000000000HUN1111111
WUC,TUV,B400000000TUV1111111
AEE,ARE,H100000000ARE1111111
YTQ,GRC,G200000000GRC1111111
IPY,TKM,B000000000TKM1111111
RXA,COD,F300000000COD1111111
RUE,TLS,K100000000TLS1111111
BJO,GUF,E400000000GUF1111111
YSI,CHL,D400000000CHL1111111
LHV,KIR,P300000000KIR1111111
IGO,BVT,J000000000BVT1111111
PZB,HTI,M100000000HTI1111111
ZJB,NIU,N400000000NIU1111111
DHU,PSE,R300000000PSE1111111
UJF,SMR,S100000000SMR1111111
OZO,NCL,T300000000NCL1111111
APC,GNB,C100000000GNB1111111
KPZ,NER,N000000000NER1111111
RBW,GIN,P000000000GIN1111111
LJL,GUY,T100000000GUY1111111
PHA,TKM,I400000000TKM1111111
IJU,GHA,H100000000GHA1111111
SEX,MNP,D100000000MNP1111111
NYW,COL,N400000000COL1111111
LLY,ZAF,B000000000ZAF1111111
ZCL,BGR,E000000000BGR1111111
ANI,SXM,O400000000SXM1111111
JFD,ARE,P100000000ARE1111111
ZIX,VIR,Q400000000VIR1111111
OJU,JEY,D300000000JEY1111111
XWI,UZB,L300000000UZB1111111
WQI,MMR,B300000000MMR1111111
ZGJ,TUN,Q000000000TUN1111111
XZV,TJK,B300000000TJK1111111
MOM,LCA,D000000000LCA1111111
HCP,BVT,P300000000BVT1111111
IYA,ASM,G100000000ASM1111111
GVM,BEL,L100000000BEL1111111
FBR,PRK,N000000000PRK1111111
NGM,NGA,I300000000NGA1111111
VJL,IOT,M200000000IOT1111111
PWA,SGP,Q000000000SGP1111111
QMR,ISL,M200000000ISL1111111
IXK,MNG,I000000000MNG1111111
OHM,MSR,Q200000000MSR1111111
OAE,JAM,A200000000JAM1111111
LES,SWZ,C100000000SWZ1111111
ODF,MYT,H200000000MYT1111111
GIB,TJK,D300000000TJK1111111
PME,DJI,C300000000DJI1111111
RYI,ESP,R300000000ESP1111111
RBA,LAO,S400000000LAO1111111
FCU,PRT,F100000000PRT1111111
WGK,TLS,F000000000TLS1111111
HBL,MAR,I400000000MAR1111111
SDA,HMD,Q100000000HMD1111111
NON,MKD,N400000000MKD1111111
AEW,KWT,L300000000KWT1111111
MUV,BEN,C000000000BEN1111111
TZX,VIR,S400000000VIR1111111
IUV,LVA,P400000000LVA1111111
KKB,BHS,B000000000BHS1111111
JPQ,LBR,I300000000LBR1111111
LUC,TLS,L100000000TLS1111111
GYZ,FIN,S000000000FIN1111111
XSJ,GUF,B200000000GUF1111111
SYI,FJI,B400000000FJI1111111
WZO,BHS,M200000000BHS1111111
HEH,TCD,A000000000TCD1111111
JEY,BEN,P100000000BEN1111111
MEW,PAK,N300000000PAK1111111
BWO,BWA,O000000000BWA1111111
RCN,KNA,I100000000KNA1111111
QCK,CMR,K300000000CMR1111111
KSJ,MAF,D400000000MAF1111111
OBS,RWA,B200000000RWA1111111
PZS,GUM,P000000000GUM1111111
LVU,CYP,L300000000CYP1111111
XXD,TKM,G100000000TKM1111111
NVJ,ESP,A000000000ESP1111111
LXN,GMB,N100000000GMB1111111
LHP,NLD,A000000000NLD1111111
UHG,VIR,F200000000VIR1111111
AUW,MLI,N300000000MLI1111111
VVJ,NZL,A300000000NZL1111111
NDC,JOR,H100000000JOR1111111
YQD,HRV,S000000000HRV1111111
ZEA,KWT,M200000000KWT1111111
HAC,MOZ,Q400000000MOZ1111111
ATG,MDA,L400000000MDA1111111
GGT,EGY,I300000000EGY1111111
GZA,AUT,P400000000AUT1111111
TPC,CRI,I400000000CRI1111111
KAF,LCA,M400000000LCA1111111
OYP,ARG,F400000000ARG1111111
FXL,ATG,T300000000ATG1111111
DOD,SJM,A300000000SJM1111111
NGX,PYF,S100000000PYF1111111
KQC,HKG,R400000000HKG1111111
XDZ,SWZ,S400000000SWZ1111111
NFH,CUW,N300000000CUW1111111
ZDD,COG,S200000000COG1111111
ZUZ,IOT,J300000000IOT1111111
YSO,IMN,N100000000IMN1111111
RQW,YEM,H300000000YEM1111111
OUV,SXM,D100000000SXM1111111
AJW,LBY,G200000000LBY1111111
CDC,CRI,J000000000CRI1111111
VUV,MNG,F100000000MNG1111111
NEM,VCT,K300000000VCT1111111
VZL,ZAF,F300000000ZAF1111111
DHW,TTO,B400000000TTO1111111
JOT,COD,N000000000COD1111111
XGO,LUX,M200000000LUX1111111
VOV,MAF,M300000000MAF1111111
BVL,DOM,T300000000DOM1111111
PIB,SAU,B200000000SAU1111111
GAI,MNE,P400000000MNE1111111
MEX,CXR,A200000000CXR1111111
FNH,MOZ,B400000000MOZ1111111
COZ,UMI,B200000000UMI1111111
RTD,GRL,L100000000GRL1111111
TIW,UKR,J300000000UKR1111111
LLT,ESP,N200000000ESP1111111
GXH,MAC,T000000000MAC1111111
ZEN,JEY,C200000000JEY1111111
MMJ,TTO,N100000000TTO1111111
YNR,HMD,F300000000HMD1111111
RFM,CYM,T200000000CYM1111111
BJM,JAM,B200000000JAM1111111
DSQ,CAN,Q100000000CAN1111111
NHB,BEN,I400000000BEN1111111
YIZ,MTQ,H400000000MTQ1111111
MUD,COK,L100000000COK1111111
YMK,MYT,H100000000MYT1111111
HLT,CRI,I200000000CRI1111111
DVE,IDN,O000000000IDN1111111
MDN,GMB,P400000000GMB1111111
OHN,AZE,L000000000AZE1111111
DMF,PNG,N400000000PNG1111111
NPN,TKM,P200000000TKM1111111
QOU,ITA,H300000000ITA1111111
FKR,CHE,Q300000000CHE1111111
AUB,EST,B300000000EST1111111
EOX,SMR,D000000000SMR1111111
LVN,PRY,F200000000PRY1111111
TCO,IRQ,I400000000IRQ1111111
SCM,PRY,Q300000000PRY1111111
OPJ,ERI,L200000000ERI1111111
FPD,SGP,G300000000SGP1111111
EYX,JOR,K100000000JOR1111111
JAE,ARG,J100000000ARG1111111
UBD,TKL,A100000000TKL1111111
BXT,CZE,P200000000CZE1111111
REN,CMR,C000000000CMR1111111
WBJ,EGY,L200000000EGY1111111
ZWI,PYF,P200000000PYF1111111
HRB,TON,L100000000TON1111111
EZC,NRU,J200000000NRU1111111
TRJ,MYT,I000000000MYT1111111
PJM,HRV,C100000000HRV1111111
LHV,CYP,L400000000CYP1111111
TJC,PRI,E200000000PRI1111111
TPX,ETH,P400000000ETH1111111
JPW,UGA,I200000000UGA1111111
TBQ,TWN,I100000000TWN1111111
WBY,NIU,D100000000NIU1111111
XQQ,TUN,N300000000TUN1111111
NKV,MOZ,K300000000MOZ1111111
BHO,COL,I200000000COL1111111
DOD,COD,N200000000COD1111111
IPX,SAU,O200000000SAU1111111
VUX,MOZ,G100000000MOZ1111111
AEQ,STP,E300000000STP1111111
TGC,KNA,E300000000KNA1111111
DQT,GBR,S200000000GBR1111111
BKF,TKM,S100000000TKM1111111
RTR,CAF,T300000000CAF1111111
OVR,KNA,H000000000KNA1111111
EZV,JPN,R200000000JPN1111111
KET,CMR,B000000000CMR1111111
ZIG,VGB,O000000000VGB1111111
UOO,EST,Q300000000EST1111111
OVX,SRB,A200000000SRB1111111
TDW,VIR,N100000000VIR1111111
PMO,UMI,G000000000UMI1111111
ODF,AGO,C400000000AGO1111111
ICQ,GIB,J300000000GIB1111111
RSC,GEO,A000000000GEO1111111
HMP,ARG,Q200000000ARG1111111
LBM,SDN,L100000000SDN1111111
AOS,HTI,K100000000HTI1111111
NUZ,BVT,J300000000BVT1111111
QJL,NGA,S200000000NGA1111111
CIL,BGR,J400000000BGR1111111
UQA,TTO,E200000000TTO1111111
WRG,ZMB,A000000000ZMB1111111
BIP,COL,Q300000000COL1111111
ZPM,TGO,G200000000TGO1111111
XMR,NCL,J400000000NCL1111111
ZPS,KHM,I200000000KHM1111111
DBK,NCL,G200000000NCL1111111
LXO,AFG,E100000000AFG1111111
XGF,CRI,P400000000CRI1111111
SPL,ZWE,P200000000ZWE1111111
JZB,BFA,P200000000BFA1111111
SFN,MTQ,K400000000MTQ1111111
ILM,MMR,P000000000MMR1111111
GGF,LCA,B200000000LCA1111111
WES,KOR,G400000000KOR1111111
GTR,QAT,C200000000QAT1111111
OZT,MMR,S400000000MMR1111111
SDP,IRN,B000000000IRN1111111
XXA,LBY,P300000000LBY1111111
GQP,ZWE,I300000000ZWE1111111
VHK,ALB,D000000000ALB1111111
PAJ,UKR,D300000000UKR1111111
MID,LBN,R200000000LBN1111111
UKZ,THA,M200000000THA1111111
MON,LBN,C200000000LBN1111111
UKF,UZB,D400000000UZB1111111
OFU,SUR,D300000000SUR1111111
BMM,PLW,N100000000PLW1111111
HFC,USA,L300000000USA1111111
ZVD,GEO,E000000000GEO1111111
DDO,GGY,I000000000GGY1111111
KOP,HMD,Q400000000HMD1111111
PTJ,TKL,R100000000TKL1111111
MIW,MNE,R300000000MNE1111111
DKS,GUF,J300000000GUF1111111
NYZ,NFK,J000000000NFK1111111
MJT,BMU,J100000000BMU1111111
MWG,FIN,R300000000FIN1111111
MIK,YEM,F000000000YEM1111111
XNJ,MWI,R200000000MWI1111111
INP,YEM,S300000000YEM1111111
NTQ,LBY,J000000000LBY1111111
UXZ,ALB,D400000000ALB1111111
DGP,PRY,A300000000PRY1111111
MPP,HRV,J400000000HRV1111111
GLB,SOM,F300000000SOM1111111
VXS,LBN,S100000000LBN1111111
JNJ,TUN,B200000000TUN1111111
SFY,MYS,P100000000MYS1111111
WVV,TUN,L000000000TUN1111111
XQQ,IRQ,K200000000IRQ1111111
BBE,ARG,C300000000ARG1111111
BIF,MWI,D200000000MWI1111111
XWT,YEM,L400000000YEM1111111
EVQ,ESP,B000000000ESP1111111
GPP,IRN,F000000000IRN1111111
NPY,DZA,B200000000DZA1111111
ULX,SYR,T300000000SYR1111111
PER,RWA,O400000000RWA1111111
RHX,SLE,H300000000SLE1111111
YDP,VUT,S000000000VUT1111111
IDI,NZL,P100000000NZL1111111
EMC,ARM,D400000000ARM1111111
HCV,TTO,J400000000TTO1111111
VAK,BRN,S100000000BRN1111111
LHP,KWT,D300000000KWT1111111
YHC,BEL,B400000000BEL1111111
MFV,GNB,H300000000GNB1111111
VLF,HTI,I000000000HTI1111111
EIH,TON,H000000000TON1111111
RTX,SYR,E200000000SYR1111111
GNB,DNK,L300000000DNK1111111
LCP,KHM,S300000000KHM1111111
AIJ,RWA,O300000000RWA1111111
PFU,BRN,K100000000BRN1111111
PHT,LIE,H200000000LIE1111111
VMM,GGY,P300000000GGY1111111
OBA,AFG,C300000000AFG1111111
TDL,AGO,R300000000AGO1111111
LRG,CUW,G000000000CUW1111111
HDO,ISR,D000000000ISR1111111
JAN,ALA,H300000000ALA1111111
RTW,SGS,G000000000SGS1111111
HUC,CUW,D200000000CUW1111111
WQP,PRI,T400000000PRI1111111
PVE,ZMB,Q200000000ZMB1111111
KAO,DEU,A400000000DEU1111111
NEV,NZL,J200000000NZL1111111
SAS,TJK,R400000000TJK1111111
GGF,NFK,L200000000NFK1111111
TEU,VIR,E200000000VIR1111111
LWY,BEL,F000000000BEL1111111
VKU,DNK,Q200000000DNK1111111
ETU,HKG,H200000000HKG1111111
ECI,MDG,P100000000MDG1111111
MOO,DMA,D300000000DMA1111111
VQC,IND,A000000000IND1111111
XHP,FJI,O000000000FJI1111111
PZT,FSM,P200000000FSM1111111
EBY,MNE,B100000000MNE1111111
UZU,PER,O100000000PER1111111
GDH,EGY,S300000000EGY1111111
KGH,TCA,G300000000TCA1111111
ZDE,NIC,O400000000NIC1111111
YAZ,TTO,Q100000000TTO1111111
YWF,GUF,H300000000GUF1111111
OPJ,NGA,F400000000NGA1111111
CFD,ESH,A300000000ESH1111111
IDZ,PNG,D300000000PNG1111111
CYI,SUR,D000000000SUR1111111
OPS,REU,R200000000REU1111111
SQT,FSM,K400000000FSM1111111
XNN,BWA,C400000000BWA1111111
XBG,MDA,H300000000MDA1111111
XPR,COD,D200000000COD1111111
YVN,TWN,J200000000TWN1111111
ORW,CPV,R400000000CPV1111111
GSW,CHN,S200000000CHN1111111
VNV,FJI,F100000000FJI1111111
RSE,SHN,E300000000SHN1111111
WNY,JPN,G100000000JPN1111111
GLZ,IDN,L300000000IDN1111111
TPD,BVT,H000000000BVT1111111
RMV,NCL,M000000000NCL1111111
QNO,DNK,S200000000DNK1111111
TTO,MSR,D300000000MSR1111111
JVY,ESH,K100000000ESH1111111
TEN,ISL,N200000000ISL1111111
YJU,SLB,F100000000SLB1111111
WGP,SVN,A300000000SVN1111111
YVT,LBY,I100000000LBY1111111
UEL,HRV,G400000000HRV1111111
EEM,GGY,A200000000GGY1111111
NSZ,DJI,B300000000DJI1111111
TOQ,FLK,C200000000FLK1111111
XFJ,CHL,I400000000CHL1111111
TIF,KWT,L400000000KWT1111111
XBM,SLV,K400000000SLV1111111
ZBN,MYS,L100000000MYS1111111
MVE,MAC,C300000000MAC1111111
JQU,WSM,M000000000WSM1111111
WHB,FIN,T100000000FIN1111111
GVH,TON,B000000000TON1111111
LYM,ISL,A400000000ISL1111111
JWI,PAK,A100000000PAK1111111
CUM,VCT,E400000000VCT1111111
RNP,PHL,S200000000PHL1111111
WJF,BES,C000000000BES1111111
AXS,CUB,I400000000CUB1111111
IIF,TLS,D400000000TLS1111111
DSA,GUY,A100000000GUY1111111
SVQ,AIA,H400000000AIA1111111
AAZ,URY,L000000000URY1111111
UGU,MWI,F400000000MWI1111111
NEV,TWN,I400000000TWN1111111
YUA,ATF,N300000000ATF1111111
LOU,SLV,F000000000SLV1111111
HMX,BEL,F100000000BEL1111111
NRH,MTQ,N400000000MTQ1111111
PRG,LAO,H400000000LAO1111111
OTY,ARG,M000000000ARG1111111
KIW,PYF,E400000000PYF1111111
ONK,AUT,J200000000AUT1111111
YJH,AZE,E300000000AZE1111111
GFV,VUT,G000000000VUT1111111
LEG,ARG,T000000000ARG1111111
WUS,COK,P400000000COK1111111
QQA,SEN,D400000000SEN1111111
MHQ,MNE,C000000000MNE1111111
VCJ,TCD,O400000000TCD1111111
AMD,PSE,B000000000PSE1111111
SSW,MAC,R000000000MAC1111111
FJD,MKD,C100000000MKD1111111
GQQ,LSO,L300000000LSO1111111
XHZ,MEX,O100000000MEX1111111
KXS,MNG,P400000000MNG1111111
AFV,ETH,F100000000ETH1111111
EEJ,BDI,G300000000BDI1111111
GUN,GAB,M000000000GAB1111111
LAV,COK,F000000000COK1111111
IKJ,ABW,K000000000ABW1111111
RRU,HMD,J100000000HMD1111111
JNW,YEM,D000000000YEM1111111
FBI,IRL,G200000000IRL1111111
HWD,SVN,G200000000SVN1111111
EAK,IRN,J400000000IRN1111111
AWH,GUM,L200000000GUM1111111
CDZ,ARE,N000000000ARE1111111
PJI,NZL,K200000000NZL1111111
BBO,SWZ,S300000000SWZ1111111
TDX,TLS,M100000000TLS1111111
ZFM,CMR,O300000000CMR1111111
ENZ,GRD,K400000000GRD1111111
LKN,JEY,M200000000JEY1111111
TVE,MNG,C000000000MNG1111111
UCS,RWA,G200000000RWA1111111
KHO,CYP,M300000000CYP1111111
VGK,LIE,E000000000LIE1111111
TNH,BGD,G100000000BGD1111111
OYN,VAT,T100000000VAT1111111
JXN,SLB,C400000000SLB1111111
KJZ,LBN,C000000000LBN1111111
HNE,LVA,E400000000LVA1111111
KUW,CHN,L200000000CHN1111111
QXJ,MOZ,E200000000MOZ1111111
WUT,MEX,C200000000MEX1111111
BVF,PAN,K200000000PAN1111111
CLL,GUF,N300000000GUF1111111
NLV,RUS,O200000000RUS1111111
XTL,NCL,P300000000NCL1111111
MVW,MTQ,K000000000MTQ1111111
BSL,SYR,G200000000SYR1111111
AVZ,SOM,L400000000SOM1111111
